id,verifiable,label,claim,evidence
117139,VERIFIABLE,REFUTES,Afghanistan is not located along the Silk Road.,"[""Human habitation in Afghanistan dates back to the Middle Paleolithic Era , and the country 's strategic location along the Silk Road connected it to the cultures of the Middle East and other parts of Asia .""]"
27436,VERIFIABLE,SUPPORTS,Malaysia is on a sea.,"['It consists of thirteen states and three federal territories and has a total landmass of 330803 km2 separated by the South China Sea into two similarly sized regions , Peninsular Malaysia and East Malaysia -LRB- Malaysian Borneo -RRB- .']"
184675,NOT VERIFIABLE,NOT ENOUGH INFO,Fast Food Nation is a popular British film.,[]
210025,VERIFIABLE,REFUTES,Afghanistan is the source of only the Ghaznavid dynasty.,"['The land also served as the source from which the Kushans , Hephthalites , Samanids , Saffarids , Ghaznavids , Ghorids , Khiljis , Mughals , Hotaks , Durranis , and others have risen to form major empires .', 'The land also served as the source from which the Kushans , Hephthalites , Samanids , Saffarids , Ghaznavids , Ghorids , Khiljis , Mughals , Hotaks , Durranis , and others have risen to form major empires .']"
113441,VERIFIABLE,REFUTES,Red Velvet (band) is incapable of being formed by S.M. Entertainment.,['Red Velvet -LRB- Hangul : 레드벨벳 -RRB- is a South Korean girl group formed by S.M. Entertainment .']
211733,VERIFIABLE,SUPPORTS,Guitar was played by Myles Kennedy.,"[""Myles Richard Kennedy -LRB- born Myles Richard Bass ; November 27 , 1969 -RRB- is an American musician , singer , and songwriter , best known as the lead vocalist and rhythm guitarist of the rock band Alter Bridge , and as the lead vocalist in guitarist Slash 's backing band , known as Myles Kennedy and the Conspirators ."", 'He began his music career in 1990 as the lead guitarist of the instrumental jazz ensemble Cosmic Dust , with which he released one studio album .', 'His second band , Citizen Swing , released two studio albums before disbanding in 1996 .', 'Vocalist and lead guitarist Myles Kennedy , formerly of Cosmic Dust , eventually went on to front The Mayfield Four and later Alter Bridge .', 'With fellow Citizen Swing member Craig Johnson , Kennedy founded the rock band The Mayfield Four , for which he provided lead vocals and guitar .']"
12976,VERIFIABLE,REFUTES,Napoleon was born in France.,"['He was born Napoleone di Buonaparte -LRB- -LSB- napoleoŋe dj buɔŋaparte -RSB- -RRB- in Corsica , Republic of Genoa , to a relatively modest family from the minor nobility .', 'The Republic of Genoa -LRB- Repúbrica de Zêna / re ` pybrika ` de ` ze : na / , Latin : Res Publica Ianuensis , Repubblica di Genova -RRB- was an independent state from 1005 to 1797 in Liguria on the northwestern Italian coast , incorporating Corsica from 1347 to 1768 , and numerous other territories throughout the Mediterranean .']"
39065,VERIFIABLE,REFUTES,The Great Buck Howard lacks John Malkovich.,['The Great Buck Howard is a 2008 American comedy-drama film directed by Sean McGinly that stars Colin Hanks and John Malkovich .']
220935,VERIFIABLE,REFUTES,In Too Deep is a 2000 American crime thriller film.,['In Too Deep is a 1999 American crime thriller film directed by Michael Rymer from a screenplay written by Michael Henry Brown and Paul Aaron .']
208729,VERIFIABLE,SUPPORTS,Tim Rice penned Jesus Christ Superstar with Andrew Lloyd Webber.,"['He is best known for his collaborations with Andrew Lloyd Webber , with whom he wrote Joseph and the Amazing Technicolor Dreamcoat , Jesus Christ Superstar , and Evita ; with Björn Ulvaeus and Benny Andersson of ABBA , with whom he wrote Chess ; for additional songs for the 2011 West End revival of The Wizard of Oz ; and for his work for Walt Disney Studios with Alan Menken -LRB- Aladdin , Beauty and the Beast , King David -RRB- , Elton John -LRB- The Lion King , Aida , The Road to El Dorado -RRB- and Ennio Morricone .']"
67071,NOT VERIFIABLE,NOT ENOUGH INFO,Harry Styles made his acting debut in Dunkirk in 2017.,[]
226313,NOT VERIFIABLE,NOT ENOUGH INFO,Gift of the Night Fury stars the voice of an elderly comedian.,[]
168191,VERIFIABLE,SUPPORTS,Doctor Doom is a Romani witch's son.,"['The son of Romani witch Cynthia Von Doom , Doctor Doom traditionally has been the archenemy of the Fantastic Four , and the leader of the fictional nation of Latveria .']"
129373,NOT VERIFIABLE,NOT ENOUGH INFO,Farrah Fawcett is married to Myra Breckinridge.,[]
160830,VERIFIABLE,SUPPORTS,Wrath of the Titans was released in the last decade.,"['Wrath of the Titans is a 2012 3D epic action adventure fantasy film that is a sequel to the 2010 film Clash of the Titans .', 'Wrath of the Titans was released in 2D and 3D on March 30 , 2012 in the United States .']"
154443,VERIFIABLE,SUPPORTS,Maggie Smith was cast in over 50 films.,"[""Smith has appeared in over 50 films and is one of Britain 's most recognisable actresses .""]"
142441,VERIFIABLE,SUPPORTS,Emily Blunt received an award in 2009.,"['In 2009 , Blunt received the BAFTA Britannia Award for British Artist of the Year .']"
5734,VERIFIABLE,SUPPORTS,Russell Bran is an english actor.,"['Russell Edward Brand -LRB- born 4 June 1975 -RRB- is an English comedian , actor , radio host , author , and activist .', ""In 2007 , he had his first major film role in St Trinian 's , and the following year he landed a major role in the romantic comedy-drama Forgetting Sarah Marshall ; the film led to him starring in a spin off , the rock comedy Get Him to the Greek , alongside Jonah Hill in 2010 .""]"
14503,VERIFIABLE,SUPPORTS,"Shawn Mendes recorded the song ""Treat You Better.""","[""His sophomore album , Illuminate -LRB- 2016 -RRB- , was preceded by the single `` Treat You Better '' ."", ""His sophomore album , Illuminate -LRB- 2016 -RRB- , was preceded by the single `` Treat You Better '' ."", ""His sophomore album , Illuminate -LRB- 2016 -RRB- , was preceded by the single `` Treat You Better '' ."", ""`` Treat You Better '' is a song recorded by Canadian singer and songwriter Shawn Mendes ."", ""His sophomore album , Illuminate -LRB- 2016 -RRB- , was preceded by the single `` Treat You Better '' ."", ""His sophomore album , Illuminate -LRB- 2016 -RRB- , was preceded by the single `` Treat You Better '' ."", ""`` Treat You Better '' is a song recorded by Canadian singer and songwriter Shawn Mendes ."", ""His sophomore album , Illuminate -LRB- 2016 -RRB- , was preceded by the single `` Treat You Better '' ."", ""`` Treat You Better '' is a song recorded by Canadian singer and songwriter Shawn Mendes .""]"
99658,VERIFIABLE,SUPPORTS,Gone with the Wind was nominated for awards.,"['At the 12th Academy Awards , it received ten Academy Awards -LRB- eight competitive , two honorary -RRB- from thirteen nominations , including wins for Best Picture , Best Director -LRB- Fleming -RRB- , Best Adapted Screenplay -LRB- posthumously awarded to Sidney Howard -RRB- , Best Actress -LRB- Leigh -RRB- , and Best Supporting Actress -LRB- Hattie McDaniel , becoming the first African-American to win an Academy Award -RRB- .', 'It set records for the total number of wins and nominations at the time .']"
71069,VERIFIABLE,REFUTES,The Boeing 777 is not the world's longest-range airliner.,"[""The 777-200LR is the world 's longest-range airliner , able to fly more than halfway around the globe , and holds the record for the longest distance flown non-stop by a commercial aircraft .""]"
16136,VERIFIABLE,REFUTES,George Best is immortal.,"['George Best -LRB- 22 May 1946 -- 25 November 2005 -RRB- was a Northern Irish professional footballer who played as a winger for Manchester United and the Northern Ireland national team .', 'Before he died , Best was voted 8th in the World Soccer 100 greatest football players of the 20th century election in 1999 and was voted 16th in the IFFHS World Player of the Century election in 1999 .', 'He died in 2005 , age 59 , due to complications from the immunosuppressive drugs he needed to take after a liver transplant in 2002 .']"
216534,NOT VERIFIABLE,NOT ENOUGH INFO,The Who disbanded permanently after releasing three singles.,[]
76151,VERIFIABLE,SUPPORTS,Hayden Panettiere played Claire Bennet on Heroes.,"['She is known for her roles as cheerleader Claire Bennet on the NBC sci-fi series Heroes -LRB- 2006 -- 10 -RRB- , Juliette Barnes in the ABC/CMT musical-drama series Nashville -LRB- 2012 -- present -RRB- and Kairi in the video game series Kingdom Hearts .', 'She is known for her roles as cheerleader Claire Bennet on the NBC sci-fi series Heroes -LRB- 2006 -- 10 -RRB- , Juliette Barnes in the ABC/CMT musical-drama series Nashville -LRB- 2012 -- present -RRB- and Kairi in the video game series Kingdom Hearts .']"
62791,VERIFIABLE,SUPPORTS,Black Panther is an upcoming American superhero film.,['Black Panther is an upcoming American superhero film based on the Marvel Comics character of the same name .']
135348,VERIFIABLE,SUPPORTS,One person that is a public advocate for Children International is Heather Graham.,"['Graham is a public advocate for Children International , and supported the climate change campaign Global Cool in 2007 .']"
43971,VERIFIABLE,SUPPORTS,Lee Min-ho acted in Gangnam Blues.,"['Lee starred in his first leading role in film with Gangnam Blues -LRB- 2015 -RRB- , followed by his first China-produced film Bounty Hunters -LRB- 2016 -RRB- .']"
89554,VERIFIABLE,SUPPORTS,Roman Atwood is a vlogger.,"['Roman Bernard Atwood -LRB- born May 28 , 1983 -RRB- is an American YouTube personality , comedian , vlogger and pranker .']"
30237,VERIFIABLE,SUPPORTS,Bill Gates is an investor.,"['William Henry Gates III -LRB- born October 28 , 1955 -RRB- is the co-founder of Microsoft and is an American business magnate , investor , author and philanthropist .', 'William Henry Gates III -LRB- born October 28 , 1955 -RRB- is the co-founder of Microsoft and is an American business magnate , investor , author and philanthropist .', 'William Henry Gates III -LRB- born October 28 , 1955 -RRB- is the co-founder of Microsoft and is an American business magnate , investor , author and philanthropist .', 'William Henry Gates III -LRB- born October 28 , 1955 -RRB- is the co-founder of Microsoft and is an American business magnate , investor , author and philanthropist .', 'William Henry Gates III -LRB- born October 28 , 1955 -RRB- is the co-founder of Microsoft and is an American business magnate , investor , author and philanthropist .']"
97667,VERIFIABLE,SUPPORTS,Glee was broadcast on an American network.,"['Glee is an American musical comedy-drama television series that aired on the Fox network in the United States from May 19 , 2009 , to March 20 , 2015 .', 'The Fox Broadcasting Company -LRB- often shortened to Fox and stylized as FOX -RRB- is an American English language commercial broadcast television network that is owned by the Fox Entertainment Group subsidiary of 21st Century Fox .']"
172418,VERIFIABLE,REFUTES,Jared Kushner is the chef of a president.,"['Jared Corey Kushner -LRB- born January 10 , 1981 -RRB- is an American real estate investor and developer , newspaper owner , and senior advisor to President Donald Trump .']"
23557,VERIFIABLE,SUPPORTS,Google was established while Page and Brin were Ph.D. students at Stanford.,"['Google was founded in 1998 by Larry Page and Sergey Brin while they were Ph.D. students at Stanford University , in California .']"
154626,VERIFIABLE,SUPPORTS,Moscow possesses political institutions.,"['Moscow is considered the centre of Russian culture , having served as the home of Russian artists , scientists and sports figures and because of the presence of museums , academic and political institutions and theatres .']"
106764,VERIFIABLE,SUPPORTS,The Golden State Warriors play home games in Oakland's Oracle Arena.,"[""Since 1971 , the team 's home court has been the Oracle Arena in Oakland .""]"
27441,VERIFIABLE,SUPPORTS,Matt Damon portrayed Scott Thorson in a movie.,['Damon has received Emmy Award nominations for his portrayal of Scott Thorson in the biopic Behind the Candelabra -LRB- 2013 -RRB- and for producing the reality series Project Greenlight .']
176603,VERIFIABLE,REFUTES,War Dogs was co-directed by Bradley Cooper.,"['War Dogs is a 2016 American biographical black comedy-drama film directed by Todd Phillips and written by Phillips , Jason Smilovic and Stephen Chin , based on a Rolling Stone article by Guy Lawson .']"
92525,NOT VERIFIABLE,NOT ENOUGH INFO,Taraji P. Henson starred in a 2012 American romantic comedy film as Alice.,[]
48369,VERIFIABLE,REFUTES,Brown bears are not carnivores.,"['It is one of the two largest terrestrial carnivorans alive today , rivaled in body size only by its close cousin , the polar bear -LRB- Ursus maritimus -RRB- , which is much less variable in size and averages larger due to this .']"
206357,NOT VERIFIABLE,NOT ENOUGH INFO,Justinian I died in 565.,[]
187079,NOT VERIFIABLE,NOT ENOUGH INFO,James Blake (musician) released his third album in the UK.,[]
200129,NOT VERIFIABLE,NOT ENOUGH INFO,The Weeknd published his third novel in 2016.,[]
211529,VERIFIABLE,SUPPORTS,Thomas DeSimone was born on May 24.,"['Thomas Anthony DeSimone -LRB- May 24 , 1950 -- disappeared January 14 , 1979 -RRB- , also known as Two-Gun Tommy or Tommy D , was a Sicilian-American gangster and associate of the Lucchese crime family in New York City .']"
217862,VERIFIABLE,SUPPORTS,Ryan Phillippe has a child.,"['He was married to actress Reese Witherspoon from 1999 to 2007 ; together , they have a daughter and a son .', 'He also has a daughter from a relationship with actress Alexis Knapp .']"
192434,VERIFIABLE,SUPPORTS,Francois de Belleforest translated the works of Demosthenes.,[]
18053,VERIFIABLE,REFUTES,Split (2016 American film) stars Batman.,"['The film stars James McAvoy , Anya Taylor-Joy , and Betty Buckley , and follows Kevin Wendell Crumb , a man with 23 different personalities who kidnaps and imprisons three teenage girls in an isolated underground facility .']"
67129,NOT VERIFIABLE,NOT ENOUGH INFO,Julia Louis-Dreyfus played Christine Campbell in Seinfeld.,[]
173001,VERIFIABLE,REFUTES,Rear Window (1998 film) was one of Christopher Reeve's first appearances on film.,"['This stars Christopher Reeve -LRB- in one of his final screen appearances -RRB- , Daryl Hannah , and Robert Forster .']"
10350,VERIFIABLE,SUPPORTS,Lee Min-ho first acquired widespread fame in Korea and parts of Asia with his role as Gu Jun-pyo in Boys Over Flowers.,['He first gained widespread fame in Korea and parts of Asia with his role as Gu Jun-pyo in Boys Over Flowers in 2009 .']
6723,VERIFIABLE,SUPPORTS,Mike Judge is a musician.,"[""Michael Craig `` Mike '' Judge -LRB- born October 17 , 1962 -RRB- is an American actor , animator , writer , producer , director , and musician .""]"
6828,NOT VERIFIABLE,NOT ENOUGH INFO,The Ren & Stimpy Show was destroyed before the year 2000.,[]
3259,VERIFIABLE,SUPPORTS,Ethiopia was a country.,"['Ethiopia -LRB- -LSB- ˌiːθiˈoʊpiə -RSB- ኢትዮጵያ , , -RRB- , officially the Federal Democratic Republic of Ethiopia -LRB- የኢትዮጵያ ፌዴራላዊ ዲሞክራሲያዊ ሪፐብሊክ , yeʾĪtiyoṗṗya Fēdēralawī Dēmokirasīyawī Rīpebilīk -RRB- , is a country located in the Horn of Africa .']"
210235,VERIFIABLE,SUPPORTS,William McKinley was an American politician.,"['William McKinley Jr. -LRB- January 29 , 1843 -- September 14 , 1901 -RRB- was an American politician and lawyer who served as the 25th President of the United States from March 4 , 1897 until his assassination in September 1901 , six months into his second term .', 'McKinley led the nation to victory in the Spanish -- American War , raised protective tariffs to promote American industry , and maintained the nation on the gold standard in a rejection of inflationary proposals .']"
56076,VERIFIABLE,SUPPORTS,Dangerously in Love is the name of a collection of recordings.,"['Dangerously in Love is the debut studio album by American singer Beyoncé .', 'An album is a collection of audio recordings issued as a single item on CD , record , audio tape or another medium .']"
188,NOT VERIFIABLE,NOT ENOUGH INFO,Seattle has been a technology center since the fall of Silicon Valley.,[]
165799,VERIFIABLE,REFUTES,The Boeing 707 is a wide-body jet airliner.,"['The Boeing 707 is a mid-sized , long-range , narrow-body , four-engine jet airliner built by Boeing Commercial Airplanes from 1958 to 1979 .']"
23392,VERIFIABLE,SUPPORTS,The Academy Awards are known officially as the Oscars.,"[""The Academy Awards , now known officially as the Oscars , is a set of twenty-four awards for artistic and technical merit in the American film industry , given annually by the Academy of Motion Picture Arts and Sciences -LRB- AMPAS -RRB- , to recognize excellence in cinematic achievements as assessed by the Academy 's voting membership .""]"
182817,VERIFIABLE,SUPPORTS,Artemis was often depicted as a hunter.,"['She was the Hellenic goddess of the hunt , wild animals , wilderness , childbirth , virginity and protector of young girls , bringing and relieving disease in women ; she often was depicted as a huntress carrying a bow and arrows .']"
117284,VERIFIABLE,REFUTES,Larry Buttrose's protege wrote Sweet Sentence.,"['He is also the author of the novels The Maze of the Muse and Sweet Sentence , and the travel books The King Neptune Day & Night Club , and Cafe Royale -LRB- also published as The Blue Man -RRB- .']"
186371,NOT VERIFIABLE,NOT ENOUGH INFO,Colm Feore played the role of writer and artist Henry Taylor.,[]
176762,VERIFIABLE,SUPPORTS,Legion is a film directed by Scott Stewart.,['Legion is a 2010 American apocalyptic supernatural action horror film directed by Scott Stewart and co-written by Stewart and Peter Schink .']
5966,VERIFIABLE,SUPPORTS,Grant Gustin played the role of a superhero.,"['He is known for his role as Barry Allen / the Flash -LRB- based on the DC Comics character of the same name -RRB- on the CW series The Flash and Arrow , both in the Arrowverse television franchise , and his role as Sebastian Smythe on the Fox series Glee .']"
193131,VERIFIABLE,REFUTES,A Song of Ice and Fire is part of A Game of Thrones series.,"['He began the first volume of the series , A Game of Thrones , in 1991 and had it published in 1996 .', 'A Game of Thrones is the first novel in A Song of Ice and Fire , a series of fantasy novels by American author George R. R. Martin .']"
163226,VERIFIABLE,SUPPORTS,Japan is the native country of Heikegani.,"['is a species of crab native to Japan , with a shell that bears a pattern resembling a human face which many believed to be the face of an angry samurai hence the nickname Samurai Crab .', 'is a species of crab native to Japan , with a shell that bears a pattern resembling a human face which many believed to be the face of an angry samurai hence the nickname Samurai Crab .', 'is a species of crab native to Japan , with a shell that bears a pattern resembling a human face which many believed to be the face of an angry samurai hence the nickname Samurai Crab .', 'is a species of crab native to Japan , with a shell that bears a pattern resembling a human face which many believed to be the face of an angry samurai hence the nickname Samurai Crab .']"
173553,VERIFIABLE,SUPPORTS,Bring It On (film) starred an American actress Eliza Dushku.,"['The film stars Kirsten Dunst , Eliza Dushku , Jesse Bradford , and Gabrielle Union .', 'Eliza Patricia Dushku -LRB- -LSB- ˈdʊʃkuː -RSB- born December 30 , 1980 -RRB- is an American actress and model known for her television roles , including starring as Faith on Buffy the Vampire Slayer and its spinoff series Angel .']"
124894,NOT VERIFIABLE,NOT ENOUGH INFO,Tom Hardy was in a French-British film of a certain genre.,[]
88566,VERIFIABLE,REFUTES,Ecuador does not border Peru.,"[""Ecuador -LRB- -LSB- ˈɛkwədɔːr -RSB- , -LSB- ekwaˈðor -RSB- -RRB- -LRB- Ikwadur -RRB- , officially the Republic of Ecuador -LRB- -LSB- República del Ecuador , -RSB- , which literally translates as `` Republic of the Equator '' ; Ikwadur Ripuwlika -RRB- , is a representative democratic republic in northwestern South America , bordered by Colombia on the north , Peru on the east and south , and the Pacific Ocean to the west .""]"
141143,VERIFIABLE,REFUTES,Karan Johar is incapable of winning a Filmfare award for Best Director and Best Screenplay.,"['Johar made his directorial debut with the blockbuster romance Kuch Kuch Hota Hai -LRB- 1998 -RRB- , which earned him the Filmfare Awards for Best Director and Best Screenplay .', 'His counter-terrorism drama My Name Is Khan -LRB- 2010 -RRB- earned him his second Filmfare Award for Best Director .']"
116160,VERIFIABLE,SUPPORTS,Unforgettable is a thriller film.,['Unforgettable is a 2017 American erotic thriller film directed by Denise Di Novi -LRB- in her directorial debut -RRB- and written by Christina Hodson and David Leslie Johnson .']
176712,VERIFIABLE,SUPPORTS,Tony Bill directed Flyboys.,"['He made his directorial debut with My Bodyguard -LRB- 1980 -RRB- , and has since directed movies like Six Weeks -LRB- 1982 -RRB- , Five Corners -LRB- 1987 -RRB- , Crazy People -LRB- 1990 -RRB- , and Flyboys -LRB- 2006 -RRB- .']"
209330,VERIFIABLE,REFUTES,Frank Sinatra released his debut album in May 1946.,"['He released his debut album , The Voice of Frank Sinatra , in 1946 .', 'The Voice of Frank Sinatra is the first studio album by American singer Frank Sinatra , released on Columbia Records , catalogue C-112 , March 4 , 1946 .']"
182420,VERIFIABLE,SUPPORTS,Gareth Neame is an award winning television executive.,['Gareth Elwin Neame OBE -LRB- born 8 March 1967 -RRB- is a British Emmy and Golden Globe award winning television producer and executive .']
128890,VERIFIABLE,SUPPORTS,Wonder Woman has appeared in the Justice League DC comics.,"['Wonder Woman has also regularly appeared in comic books featuring the superhero teams Justice Society -LRB- from 1941 -RRB- and Justice League -LRB- from 1960 -RRB- .', 'Justice League is an American animated television series which ran from 2001 to 2004 on Cartoon Network .', 'It is part of the DC animated universe .', 'Wonder Woman has also regularly appeared in comic books featuring the superhero teams Justice Society -LRB- from 1941 -RRB- and Justice League -LRB- from 1960 -RRB- .', 'Justice is a twelve-issue American comic book limited series published bimonthly by DC Comics from August 2005 through June 2007 , written by Alex Ross and Jim Krueger , with art also by Ross and Doug Braithwaite .', 'Wonder Woman has also regularly appeared in comic books featuring the superhero teams Justice Society -LRB- from 1941 -RRB- and Justice League -LRB- from 1960 -RRB- .', 'The character is a founding member of the Justice League , demigoddess , warrior princess , and Ambassador-at-Large of the Amazonian people .', 'Wonder Woman is a fictional superhero appearing in American comic books published by DC Comics .', 'Wonder Woman has also regularly appeared in comic books featuring the superhero teams Justice Society -LRB- from 1941 -RRB- and Justice League -LRB- from 1960 -RRB- .', 'Wonder Woman has also regularly appeared in comic books featuring the superhero teams Justice Society -LRB- from 1941 -RRB- and Justice League -LRB- from 1960 -RRB- .', 'It is part of the DC animated universe .']"
37056,VERIFIABLE,SUPPORTS,Ellyse Perry played soccer as a teenager.,"[""Ellyse Alexandra Perry -LRB- born 3 November 1990 -RRB- is an Australian sportswoman who made her debut for both the Australian cricket and the Australian women 's national soccer team at the age of 16 ."", ""Ellyse Alexandra Perry -LRB- born 3 November 1990 -RRB- is an Australian sportswoman who made her debut for both the Australian cricket and the Australian women 's national soccer team at the age of 16 ."", 'She played her first cricket international in July 2007 before earning her first soccer cap for Australia a month later .']"
67053,VERIFIABLE,SUPPORTS,American Horror Story had a premiere.,"['The first season , retroactively subtitled Murder House , takes place in Los Angeles , California , during the year 2011 and centers on a family that moves into a house haunted by its deceased former occupants .', 'American Horror Story : Murder House -LRB- originally titled as American Horror Story -RRB- is the first season of the FX television series American Horror Story , aired between October 5 , 2011 , through December 21 , 2011 .']"
185531,VERIFIABLE,SUPPORTS,"One example of a staple food are plantains, a type of fruit.","['Other staple foods include pulses -LRB- dried legumes -RRB- , sago -LRB- derived from the pith of the sago palm tree -RRB- , and fruits -LRB- such as breadfruit and plantains -RRB- .']"
51331,VERIFIABLE,REFUTES,In the Heart of the Sea is a poem.,"[""In the Heart of the Sea is a 2015 adventure-drama film based on Nathaniel Philbrick 's non-fiction book of the same name , about the sinking of the American whaling ship Essex in 1820 , an event that inspired the novel Moby-Dick .""]"
39189,VERIFIABLE,SUPPORTS,Ginger Baker was a drummer in the English blues rock band Blind Faith.,"['Blind Faith was an English blues rock band , composed of Eric Clapton , Ginger Baker , Steve Winwood , and Ric Grech .', ""Peter Edward `` Ginger '' Baker -LRB- born 19 August 1939 -RRB- is an English drummer , best known as the founder of the rock band Cream .""]"
76033,VERIFIABLE,REFUTES,Alicia Vikander is Danish.,['Alicia Amanda Vikander -LRB- -LSB- aˈliːsɪa vɪˈkandɛr -RSB- ; born 3 October 1988 -RRB- is a Swedish actress and former dancer .']
24147,VERIFIABLE,REFUTES,Robert F. Kennedy managed his sister's campaign for the U.S. Senate.,"[""He began his political career in Massachusetts as the manager for his brother John 's successful campaign for the U.S. Senate in 1952 .""]"
217714,VERIFIABLE,SUPPORTS,Katrina Bowden appeared on 30 Rock.,"['The series stars Fey with a supporting cast that includes Alec Baldwin , Tracy Morgan , Jane Krakowski , Jack McBrayer , Scott Adsit , Judah Friedlander , Katrina Bowden , Keith Powell , Lonny Ross , John Lutz , Sue Galloway , Kevin Brown , Grizz Chapman , Maulik Pancholy , and Rachel Dratch .', 'The series stars Fey with a supporting cast that includes Alec Baldwin , Tracy Morgan , Jane Krakowski , Jack McBrayer , Scott Adsit , Judah Friedlander , Katrina Bowden , Keith Powell , Lonny Ross , John Lutz , Sue Galloway , Kevin Brown , Grizz Chapman , Maulik Pancholy , and Rachel Dratch .']"
218458,NOT VERIFIABLE,NOT ENOUGH INFO,Zooey Deschanel plays percussion in a band.,[]
146442,VERIFIABLE,REFUTES,Farrah Fawcett denied a role in The Burning Bed.,"['She received two Emmy Award nominations for her roles in TV movies , as a battered wife in the 1984 film The Burning Bed and as real-life murderer Diane Downs in the 1989 film Small Sacrifices .', 'She received two Emmy Award nominations for her roles in TV movies , as a battered wife in the 1984 film The Burning Bed and as real-life murderer Diane Downs in the 1989 film Small Sacrifices .']"
38728,VERIFIABLE,SUPPORTS,Ryan O'Neal is a former American boxer.,"[""Charles Patrick Ryan O'Neal -LRB- born April 20 , 1941 -RRB- , known professionally as Ryan O'Neal , is an American actor and former boxer .""]"
83152,VERIFIABLE,REFUTES,Black Sabbath is from Liverpool.,"['Black Sabbath were an English rock band , formed in Birmingham in 1968 , by guitarist and main songwriter Tony Iommi , bassist and main lyricist Geezer Butler , singer Ozzy Osbourne , and drummer Bill Ward .']"
